カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト,
Mindsparker,1,{1}{R}{R},Mindsparker,,R,,クリーチャー,エレメンタル,"First strike <i>(This creature deals combat damage before creatures without first strike.)</i><br/>Whenever an opponent casts a white or blue instant or sorcery spell, Mindsparker deals 2 damage to that player.",3,2,,,,,,,,,,,,Mindsparker,精神灼き,"First strike <i>(This creature deals combat damage before creatures without first strike.)</i>Whenever an opponent casts a white or blue instant or sorcery spell, Mindsparker deals 2 damage to that player.",先制攻撃（このクリーチャーは先制攻撃を持たないクリーチャーよりも先に戦闘ダメージを与える。）対戦相手１人が白か青の、インスタント呪文かソーサリー呪文を１つ唱えるたび、精神灼きはそのプレイヤーに２点のダメージを与える。,,,Wayne Reynolds,146,,,,,,,,,,M14,レア,,,
Minotaur Abomination,1,{4}{B}{B},Minotaur Abomination,,B,,クリーチャー,ゾンビ ミノタウルス,,4,6,,,,,,,,,,,,Minotaur Abomination,ミノタウルスの嫌悪者,,,"<i>""Look at that. Shuffling, wobbling, entrails placed haphazardly. It's shameful. Who would let that kind of work flap about for all to see?""?Lestin, necromancer</i>",<i>「あれを見ろ。足を引き摺り、ふらふらとして、はらわたまで出鱈目に詰め込まれている。情けない話だ。あんな駄作を人前に出せるなんて、どんな神経の持ち主なんだ？」――屍術師レスティン</i>,Karl Kopinski,107,,,,,,,,,,M14,コモン,,,
Molten Birth,1,{1}{R}{R},Molten Birth,,R,,ソーサリー,,"Put two 1/1 red Elemental creature tokens onto the battlefield. Then flip a coin. If you win the flip, return Molten Birth to its owner's hand.",,,,,,,,,,,,,,Molten Birth,溶鉄の誕生,"Put two 1/1 red Elemental creature tokens onto the battlefield. Then flip a coin. If you win the flip, return Molten Birth to its owner's hand.",赤の１/１のエレメンタル・クリーチャー・トークンを２体戦場に出す。その後コイン投げをする。あなたがコイン投げに勝った場合、溶鉄の誕生をオーナーの手札に戻す。,"<i>""Few can coax the creatures within the magma to be cooled and take form.""?Koth of the Hammer</i>",<i>「マグマの中にいるクリーチャーに熱を冷まして出てくるよう説得できる奴なんて、そうそういるもんじゃない。」――槌のコス</i>,Jaime Jones,147,,,,,,,,,,M14,アンコモン,,,
Mutavault,1,,Mutavault,,Colorless,,土地,,{Tap}: Add {1} to your mana pool.<br/>{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.,,,,,,,,,,,,,,Mutavault,変わり谷,{Tap}: Add {1} to your mana pool.<br/>{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.,{Tap}：あなたのマナ・プールに{1}を加える。<br/>{1}：ターン終了時まで、変わり谷はすべてのクリーチャー・タイプを持つ２/２のクリーチャーになる。 それは土地でもある。,"<i>Some changelings born at Velis Vel never return, but their essence never leaves.</i>",<i>ヴェリズ・ヴェルで生まれた変わり身には、そこに戻らない者もいるが、その真髄は残り続ける。</i>,Fred Fields,148,,,,,,,,,,MOR,レア,,,
Mutavault,1,,Mutavault,,Colorless,,土地,,{Tap}: Add {1} to your mana pool.<br/>{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.,,,,,,,,,,,,,,Mutavault,変わり谷,{Tap}: Add {1} to your mana pool.{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.,{Tap}：あなたのマナ・プールに{1}を加える。{1}：ターン終了時まで、変わり谷はすべてのクリーチャー・タイプを持つ２/２のクリーチャーになる。これは土地でもある。,<i>Some worlds possess a hidden core where life's essence constantly surges.</i>,<i>いくつかの世界は、生命の本質が常に噴出する見えざる核を持っている。</i>,Fred Fields,228,,,,,,,,,,M14,レア,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,,Destroy target artifact or enchantment.,,"<i>""From here, let the world be reborn.""</i>",,Ron Spears,275,,,,,,,,,,ONS,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,,Destroy target artifact or enchantment.,,"""One touch of nature makes the whole world kin."" <br/>?William Shakespeare, <br/><i>Troilus and Cressida</i>",,Tim Hildebrandt,270,,,,,,,,,,8ED,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,"""Well, it also makes a very nice flower pot. . . ."" <br/>?Arcum Dagsson, Soldevi machinist",まあ、なかなかの花瓶にはなるだろうな … … 。 <br/>――ソルデヴィの機械魔術師、アーカム・ダグスン,Jeff Miracola,258,,,,,,,,,,9ED,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,"""Well, it also makes a very nice flower pot. . . ."" <br/>?Arcum Dagsson, Soldevi machinist",まあ、なかなかの花瓶にはなるだろうな……。 <br/>――ソルデヴィの機械魔術師、アーカム・ダグスン,Tim Hildebrandt,282,,,,,,,,,,10E,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,<i>The idols of old are rich in minerals and magic. They are torn apart when nature aims to eat well.</i>,<i>古き偶像は素材と魔法に満ちている。 自然が食を求めれば、それは引き裂かれる定めだ。</i>,Trevor Hairsine,141,,,,,,,,,,ALA,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,"<i>If you want to destroy something lifeless, make it live.</i>",<i>命無き物を滅するには、生かしてやればよい。</i>,Tim Hildebrandt,195,,,,,,,,,,M10,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,"<i>""The scholars wept when we destroyed the hedron. I had no such pity. What would this world be like had we done so sooner?""</i><br/></i>?The War Diaries</i>",<i>「我々が面晶体を壊したとき、学者どもは涙を流した。 私にはそんな哀れみは無い。 もっと早くこうしていたなら、世界はどうなっていただろうか？」</i><br/></i>――「戦争日誌」</i>,Howard Lyon,199,,,,,,,,,,ROE,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,"<i>""Nature does not need adornment.""</i><br/></i>?Garruk Wildspeaker</i>",<i>「自然は装飾を求めていない。」</i><br/></i>――野生語りのガラク</i>,Tim Hildebrandt,186,,,,,,,,,,M11,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,"<i>""When your cities and trinkets crumble, only nature will remain.""</i><br/></i>?Garruk Wildspeaker</i>",<i>「都市や光物が崩れ去っても、自然だけは残る。」</i><br/></i>――野生語りのガラク</i>,Tim Hildebrandt,185,,,,,,,,,,M12,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,"<i>""Stone and thought fade into ruin. Only the wind in the leaves will endure.""</i><br/></i>?Tomb inscription</i>",<i>「石も意思も崩れ去りぬ。 ただ葉の中の風の残るのみ。」</i><br/></i>――墓石の刻文</i>,Scott Chou,197,,,,,,,,,,ISD,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,"<i>""When your cities and trinkets crumble, only nature will remain.""</i><br/></i>?Garruk Wildspeaker</i>",<i>「都市や光物が崩れ去っても、自然だけは残る。」――野生語りのガラク</i>,Scott Chou,178,,,,,,,,,,M13,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,"<i>""And if you threaten me again, your shiny steel trousers will be sprouting daggerthorn vines."" <br/></i><br/></i>?Iveta, rooftop runner</i>",<i>「今度あたしを脅したら、ピカピカの鋼のズボンから剣茨の蔦が這い出てくるからね。」――屋上の走り手、イヴェータ</i>,Daniel Ljunggren,127,,,,,,,,,,GTC,コモン,,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,"<i>""When your cities and trinkets crumble, only nature will remain.""?Garruk Wildspeaker</i>",<i>「都市や光物が崩れ去っても、自然だけは残る。」――野生語りのガラク</i>,Tim Hildebrandt,186,,,,,,,,,,M14,コモン,,,
Negate,1,{1}{U},Negate,,U,,インスタント,,Counter target noncreature spell.,,,,,,,,,,,,,,Negate,否認,Counter target noncreature spell.,クリーチャーでない呪文１つを対象とし、それを打ち消す。,<i>Masters of the arcane savor a delicious irony. Their study of deep and complex arcana leads to such a simple end: the ability to say merely yes or no.</i>,<i>秘儀の習得は美味なる皮肉の味がする。 深く難解な秘儀の研究の果てに至るのは単純な結論、単に許可か不許可かを決める能力だ。</i>,Jeremy Jarvis,43,,,,,,,,,,MOR,コモン,,,
Negate,1,{1}{U},Negate,,U,,インスタント,,Counter target noncreature spell.,,,,,,,,,,,,,,Negate,否認,Counter target noncreature spell.,クリーチャーでない呪文１つを対象とし、それを打ち消す。,<i>Masters of the arcane savor a delicious irony. Their study of deep and complex arcana leads to such a simple end: the ability to say merely yes or no.</i>,<i>秘儀の習得は美味なる皮肉の味がする。 深く難解な秘儀の研究の果てに至るのは単純な結論、単に許可か不許可かを決める能力だ。</i>,Jeremy Jarvis,65,,,,,,,,,,M10,コモン,,,
Negate,1,{1}{U},Negate,,U,,インスタント,,Counter target noncreature spell.,,,,,,,,,,,,,,Negate,否認,Counter target noncreature spell.,クリーチャーでない呪文１つを対象とし、それを打ち消す。,<i>Masters of the arcane savor a delicious irony. Their study of deep and complex arcana leads to such a simple end: the ability to say merely yes or no.</i>,<i>秘儀の習得は美味なる皮肉の味がする。 深く難解な秘儀の研究の果てに至るのは単純な結論、単に許可か不許可かを決める能力だ。</i>,Jeremy Jarvis,68,,,,,,,,,,M11,コモン,,,
Negate,1,{1}{U},Negate,,U,,インスタント,,Counter target noncreature spell.,,,,,,,,,,,,,,Negate,否認,Counter target noncreature spell.,クリーチャーでない呪文１つを対象とし、それを打ち消す。,<i>Masters of the arcane savor a delicious irony. Their study of deep and complex arcana leads to such a simple end: the ability to say merely yes or no.</i>,<i>秘儀の習得は美味なる皮肉の味がする。 深く難解な秘儀の研究の果てに至るのは単純な結論、単に許可か不許可かを決める能力だ。</i>,Jeremy Jarvis,69,,,,,,,,,,M12,コモン,,,
Negate,1,{1}{U},Negate,,U,,インスタント,,Counter target noncreature spell.,,,,,,,,,,,,,,Negate,否認,Counter target noncreature spell.,クリーチャーでない呪文１つを対象とし、それを打ち消す。,<i>Masters of the arcane savor a delicious irony. Their study of deep and complex arcana leads to such a simple end: the ability to say merely yes or no.</i>,<i>秘儀の習得とは皮肉めいた面白さを堪能することだ。深く難解な秘儀の研究の果てに至るのは単純な結論、単に是か非かを決定する能力なのだから。</i>,Jeremy Jarvis,62,,,,,,,,,,M13,コモン,,,
Negate,1,{1}{U},Negate,,U,,インスタント,,Counter target noncreature spell.,,,,,,,,,,,,,,Negate,否認,Counter target noncreature spell.,クリーチャーでない呪文１つを対象とし、それを打ち消す。,<i>Masters of the arcane savor a delicious irony. Their study of deep and complex arcana leads to such a simple end: the ability to say merely yes or no.</i>,<i>秘儀の習得は美味なる皮肉の味がする。深く難解な秘儀の研究の果てに至るのは単純な結論、単に許可か不許可かを決める能力だ。</i>,Jeremy Jarvis,64,,,,,,,,,,M14,コモン,,,
